generation,avg,stddev,min,max
0,0.02,0.0,0.02,0.02
1,0.0208,0.0027129319932501068,0.02,0.03
2,0.0440242939205236,0.13690317343135358,0.01,1.0012146960261803
3,0.22733902886036414,0.3907404723206398,0.02,1.0342163330166585
4,0.666150230095445,0.47211107944379843,0.03,1.2036954385551226
5,1.0440105251248828,0.16028164329190514,0.04,1.2036954385551226
6,1.1536187550540429,0.17290077824657413,0.03,1.2817729094673678
7,1.216460992247011,0.037462311332786165,1.057978172903718,1.2827853661545954
8,1.2448800799954274,0.04605804424994663,1.0680248675118582,1.3059147045434258
9,1.2703930857534842,0.04074335960982562,1.1320646923398858,1.3291905030715196
10,1.2697562475251924,0.05441096982408046,1.0847316819220612,1.3291905030715196
11,1.2910049049084344,0.05601833120628814,1.0552846207281188,1.3291905030715196
12,1.2992297892848677,0.061833172114578505,1.1055028490133618,1.3774618566731989
13,1.2992334928196132,0.0780512220460559,1.1118540175942204,1.438359074256361
14,1.34747924324778,0.05655240448643713,1.1368052129566466,1.4556924051931066
15,1.402684002479904,0.050407056339876376,1.2811113558709835,1.6015479981288785
16,1.427096660851283,0.08761074187522944,1.1231591462300996,1.6015479981288785
17,1.4792353758625865,0.12670712457401664,1.1170281528040003,1.6293738213373374
18,1.5615348680642975,0.1051980788554134,1.128100178285544,1.6293738213373374
19,1.566078994540122,0.13191099229532388,1.128100178285544,1.6503311251932202
20,1.5588379330078879,0.14517010712892073,1.1779692098739647,1.7232956496732403
