generation,avg,stddev,min,max
0,0.0,0.0,0.0,0.0
1,9.039577240271632e-12,6.791529648785305e-11,0.0,5.862133982768489e-10
2,4.1239432420800503e-11,1.4535101055244304e-10,0.0,7.390963873642351e-10
3,8.768206390931314e-10,3.817390811999147e-09,0.0,2.475094812927304e-08
4,8.27530149985601e-08,6.749632908177235e-07,0.0,5.887925408000552e-06
5,3.495850329904485e-07,1.4376960375461513e-06,0.0,7.755565062465156e-06
6,1.6060744696821006e-06,2.7268200457173938e-06,0.0,7.755565062465156e-06
7,4.687880132106742e-06,4.948161339035397e-06,0.0,3.842523911309948e-05
8,6.717791439168531e-06,6.983715648154097e-06,0.0,3.842523911309948e-05
9,1.0592188014279126e-05,2.1610417652463332e-05,0.0,0.00014733914463812878
10,-0.013314203873054256,0.11469989811168183,-1.0,0.00014733914463812878
11,3.923496561787063e-05,5.0644820529132024e-05,0.0,0.00025516275363035465
12,-0.01326310806394825,0.1147058523978886,-1.0,0.00025516275363035465
13,0.0001017268000530915,7.837776713822874e-05,0.0,0.0003029693200902779
14,0.00014230541621003257,0.00010642449063408835,0.0,0.00045530018646958696
15,0.00020567953033071089,0.0001668742485146848,0.0,0.000743635780261489
16,0.0003389338288103061,0.00027309129606733096,0.0,0.0016707363213769536
17,-0.012962241142103322,0.11474109272401974,-1.0,0.0012955051674391066
18,-0.012995352848433473,0.11473730788989446,-1.0,0.0009696661734631677
19,-0.012820774034361816,0.11475767686265927,-1.0,0.001518281256581608
20,-0.03935334413099767,0.19609161693346241,-1.0,0.0017637380019441627
