generation,avg,stddev,min,max
0,0.25,0.0,0.25,0.25
1,0.30125,0.06147916313678967,0.25,0.375
2,0.35,0.08291561975888499,0.25,0.5
3,0.43625,0.10382527389802541,0.25,0.75
4,0.525,0.1286953767623375,0.25,0.875
5,0.6675387727022171,0.16529962026272052,0.25,1.7038772702217102
6,0.8541942716770703,0.317995546306742,0.25,1.7807320356369019
7,,,,
8,1.1972122742200826,0.43770263230446055,0.5,1.8015886545181274
9,1.159146791658155,0.45767985438485786,0.25,1.796169936656952
10,1.1373981349335778,0.48245665872269056,0.25,1.8050115704536438
11,1.2051156662810933,0.45736668226343624,0.25,1.8123463988304138
12,1.1942459805585104,0.4687983419339003,0.375,1.817998468875885
13,1.1533042048185762,0.4235754736717946,0.5,1.817998468875885
14,1.0813423346399744,0.41959338113879213,0.25,1.8232319355010986
15,1.2374347422291536,0.46021448929359643,0.5,1.834106206893921
16,1.118416873495353,0.4457455094218467,0.375,1.8248123526573181
17,1.203060909529666,0.44831444714347357,0.375,1.834106206893921
18,,,,
19,1.282418819533454,0.47233645521602313,0.375,1.8438871502876282
20,1.0816502536776091,0.4233186820696637,0.5,1.8438871502876282
21,1.1086574792765609,0.43350078652959056,0.5,1.8438871502876282
22,1.1632934202012561,0.45120986394660934,0.375,1.8703144788742065
23,1.1113421872090996,0.4505366023509369,0.25,1.8380624651908875
24,1.1489474437991951,0.45074998653508563,0.5333333333333333,1.8380624651908875
25,1.0689838347120202,0.42345793866494064,0.5333333333333333,1.8360615372657776
26,1.0262499042967208,0.4287560727191579,0.25,1.8380624651908875
27,1.0845250905735508,0.44400237939325204,0.25,1.8438871502876282
28,1.1068942885698179,0.4270991137309548,0.5,1.8169184923171997
29,1.1016877255820452,0.44577173134878517,0.375,1.8103865385055542
30,1.1234152886506283,0.4241584748478013,0.625,1.8438871502876282
31,1.1686371894359775,0.47073401398317793,0.25,1.8514323234558105
32,1.1146298551430964,0.5062044951756036,-1.0,1.8304306268692017
33,1.073996283460145,0.4252713614289737,0.375,1.8304306268692017
34,1.116914119684937,0.43622851002669555,0.375,1.8727089166641235
35,1.135359221449821,0.4653454738453585,0.375,1.8725215196609497
36,1.102913175100597,0.43238157158285445,0.5,1.8726958632469177
37,1.1626718351312213,0.45215218647081035,0.5714285714285714,1.8726958632469177
38,1.0335888877138604,0.47727177750067556,-1.0,1.8726958632469177
39,1.0437204871124084,0.44641859159544023,0.25,1.8383310437202454
40,1.1269212241062698,0.45559305900859004,0.375,1.829503059387207
41,1.0215753087921617,0.5406010274670772,-1.0,1.8212556838989258
42,1.142754697938158,0.4404962528569331,0.5,1.8259272575378418
43,1.0825871143375336,0.4335721831218554,0.25,1.8259272575378418
44,1.1097633472119073,0.42986605828217206,0.5,1.8215653896331787
45,1.1195771750622179,0.4444025659514226,0.25,1.82781583070755
46,1.1003694639091541,0.4136117812942431,0.25,1.822774887084961
47,1.1694727419819495,0.43719525938848974,0.6666666666666666,1.82781583070755
48,1.2348746238284642,0.5219350683012652,-1.0,1.8721336126327515
49,1.0335451904742774,0.4001427134825229,0.5,1.8721336126327515
50,1.0621664911038948,0.4054221696223388,0.5,1.8721336126327515
51,1.0900435830426938,0.43584197934892716,0.375,1.8721336126327515
52,1.0740740935922874,0.41404187128589715,0.375,1.870849072933197
53,1.101702161749601,0.4674188392086856,0.375,1.8721336126327515
54,1.145195850591467,0.4594544658242558,0.375,1.8724600076675415
55,1.10519203641272,0.4297163892271459,0.375,1.8730286359786987
56,1.1202681501419567,0.4619204764128048,0.5,1.873031735420227
57,0.9982585682957086,0.3935469501669401,0.25,1.8562820553779602
58,1.1848803285230662,0.4523576969094675,0.5333333333333333,1.858019471168518
59,1.1373906573623118,0.4587066602627909,0.25,1.8249210119247437
60,1.0478695264513902,0.4199455235246619,0.25,1.8507586121559143
61,1.081553258761752,0.42860238476438484,0.5,1.8507586121559143
62,1.171852425698078,0.4488209235074043,0.375,1.8345317840576172
63,1.1399516175980706,0.458500163591019,0.375,1.8507586121559143
64,1.0254906884114134,0.399626361988872,0.375,1.8269665241241455
65,1.1209606083537964,0.45749339240501274,0.25,1.8317119479179382
66,1.1787591394286652,0.4439612274041572,0.375,1.8317119479179382
67,1.1045902703843935,0.438376637095826,0.375,1.8317119479179382
68,1.067202225968832,0.4194957302361355,0.5,1.8153066039085388
69,1.1037975933089585,0.42678564960263343,0.6153846153846154,1.853323519229889
70,0.9619033244262064,0.37494631003486345,0.375,1.853323519229889
71,1.0849774930332645,0.48883027724967343,-1.0,1.853323519229889
72,1.0906627972679908,0.5407244928099949,-1.0,1.87800794839859
73,1.2517752735771315,0.465338791398698,0.375,1.8785951137542725
74,1.0958210851566443,0.4495452009036231,0.25,1.8602840900421143
75,1.1331610828838148,0.46558070421938824,0.5,1.8785951137542725
76,1.0806413181833217,0.42516256339153946,0.5,1.87800794839859
77,1.123535641641328,0.4417252293560036,0.5,1.87800794839859
78,1.099788007315315,0.5273036128448767,-1.0,1.87800794839859
79,1.1606949826251232,0.4708674102597903,0.5714285714285714,1.87800794839859
80,1.1538074762258033,0.4793530762331009,0.375,1.8747223615646362
81,1.0899024280991403,0.4265314116588073,0.6153846153846154,1.8747223615646362
82,1.0928846466768356,0.49387608132705585,-1.0,1.8747223615646362
83,1.108992686780831,0.46158914593847145,0.375,1.874635100364685
84,1.0970505680266596,0.45673018172075847,0.5714285714285714,1.8755933046340942
85,1.1014116759409665,0.47082301638238755,0.25,1.8735971450805664
86,1.0661715415914523,0.4852243088388225,-1.0,1.8735971450805664
87,1.051088259524425,0.4305105707488385,0.5,1.8734164237976074
