generation,avg,stddev,min,max
0,0.25,0.0,0.25,0.25
1,0.295,0.060000000000000005,0.25,0.375
2,0.3575,0.0935748363610645,0.25,0.5
3,0.45,0.114564392373896,0.25,0.75
4,0.574495969414711,0.19359531525959142,0.25,1.7692542672157288
5,0.729786782198482,0.30606981178187537,0.25,1.7692542672157288
6,0.9453746084938146,0.4029597823604258,0.25,1.7832382321357727
7,1.1891868329374662,0.4660086853173279,0.25,1.8323643803596497
8,1.1929100185716996,0.44142732524413875,0.5,1.8323643803596497
9,1.181117742321708,0.44324639905857294,0.5,1.8727916479110718
10,1.2302381720181668,0.4748891656519919,0.25,1.8727916479110718
11,1.2058851679525546,0.4789263578250692,0.375,1.8732375502586365
12,1.1325752838624015,0.46903238178025186,0.25,1.8730990886688232
13,1.1648073986992877,0.4675765540183887,0.25,1.8730990886688232
14,1.1832795730781074,0.5011296357066778,0.25,1.8730990886688232
15,1.2001975137354834,0.49772797709318284,0.25,1.8730990886688232
16,1.1293616394057417,0.46247613720381586,0.375,1.8730990886688232
17,1.1540901788343454,0.46188165448134155,0.375,1.8730990886688232
18,1.1412218920627066,0.47267067923447076,0.25,1.8775919079780579
19,1.1954045428297921,0.472833076845693,0.5,1.8775919079780579
20,1.1689169833082143,0.461132536455771,0.375,1.8730990886688232
21,1.1064979768100411,0.4375450479303714,0.375,1.8769532442092896
22,1.1066174048968036,0.44162783897135127,0.25,1.8730990886688232
23,1.1397871026703477,0.4500150377763367,0.25,1.872304916381836
24,1.1650456337618476,0.44509621499706387,0.375,1.872304916381836
25,1.1574062266745437,0.46221799281884546,0.25,1.8248197436332703
26,1.1400947976846887,0.4391714109703472,0.625,1.8178898692131042
27,1.0969519835650319,0.45208172329384616,0.25,1.8782460689544678
28,1.1261789442079424,0.44288088794946273,0.25,1.8778521418571472
29,1.160927065981296,0.4563681615406162,0.25,1.8779557943344116
30,1.1259430982479313,0.4811867381291195,0.25,1.8779557943344116
31,1.1452791514211416,0.44666902703442335,0.6153846153846154,1.8778521418571472
32,1.060794696958193,0.49105357568910063,-1.0,1.8778890371322632
33,1.0354679929880366,0.4193214191163616,0.375,1.8778890371322632
34,1.042992301555423,0.4337598879064616,0.375,1.8778890371322632
