generation,avg,stddev,min,max
0,0.25,0.0,0.25,0.25
1,0.3375,0.057282196186948006,0.25,0.375
2,0.3375,0.08003905296791061,0.25,0.5
3,0.4375,0.128086884574495,0.25,0.625
4,0.5625,0.13975424859373686,0.25,0.75
5,0.6375,0.20501524333570906,0.25,0.875
6,0.9601708292961121,0.3342481901862436,0.75,1.7165542840957642
7,1.1238340223678436,0.4555561293770978,0.375,1.7165542840957642
8,1.3274947386317784,0.440431232840704,0.625,1.7702578902244568
9,1.1446781671047213,0.4941742720709699,0.625,1.7791922688484192
10,1.0438498087724049,0.33784268314506577,0.8,1.7791922688484192
11,1.0382896482462836,0.3717179309918922,0.7272727272727273,1.7791922688484192
12,0.8354419913556841,0.33956892881331197,0.5,1.7849754691123962
13,1.2228801091512043,0.4117814082548359,0.8888888888888888,1.7849754691123962
14,0.987859833067299,0.33796552503479155,0.6153846153846154,1.6944238543510437
15,0.8558152555937719,0.28842411636826043,0.5,1.600324273109436
16,0.8248212898212899,0.08721586462491428,0.6153846153846154,0.8888888888888888
17,1.0155430188443926,0.3272189603852971,0.8,1.782118558883667
18,0.9893392238352033,0.4245504956395043,0.25,1.6551023125648499
19,0.9770400962186239,0.31981568040297603,0.5714285714285714,1.652226984500885
20,1.554617946677738,0.23729874328559628,0.8888888888888888,1.8044146299362183
21,1.2195063135359026,0.4828921314161471,0.625,1.8167628645896912
22,1.1397048739592235,0.44194612274160755,0.75,1.8763272166252136
23,1.1354756914244757,0.4259416991290222,0.8,1.8058775067329407
24,1.1090193406740823,0.4422412000472148,0.625,1.8011568784713745
25,1.0305437088855587,0.3817883191459039,0.7272727272727273,1.794190227985382
26,0.9500640800264147,0.2797651122587711,0.8,1.7811963558197021
27,0.863474873159871,0.31081689115635813,0.6666666666666666,1.786263883113861
28,1.0765124480772499,0.4213854429629871,0.6666666666666666,1.7910537123680115
29,1.045383995241589,0.4298325975447208,0.5333333333333333,1.7678186893463135
30,0.8054241568614275,0.2682232774547355,0.6153846153846154,1.5414210557937622
31,1.3011073918655665,0.4109651674852327,0.7272727272727273,1.7980069518089294
32,0.9429923763058403,0.4092633068591131,0.625,1.7646108865737915
33,1.1194109932581584,0.39940092627692464,0.8,1.7648813128471375
34,1.374460598760181,0.46254813358853986,0.75,1.7679450511932373
35,1.1891933945814768,0.4500955756316572,0.625,1.7622309923171997
36,1.0192792517127411,0.37475187294279544,0.7272727272727273,1.7622309923171997
37,1.007334807268297,0.3841094055544838,0.6666666666666666,1.7622309923171997
38,1.1312482473086487,0.5269673945517426,0.5714285714285714,1.7844135761260986
39,0.9376225835265537,0.768379087424218,-1.0,1.7844135761260986
40,1.1904680548366318,0.5014421468574748,0.6153846153846154,1.8091302514076233
41,1.1186917110645411,0.44788014385712965,0.7272727272727273,1.8070429563522339
42,0.9591553225782181,0.7697597803703243,-1.0,1.8158931732177734
43,0.9495943678268279,0.2928260432184173,0.7272727272727273,1.8158931732177734
44,0.9920660353549803,0.4079324535089201,0.625,1.796298861503601
45,1.1625636177592809,0.3995762777219029,0.8,1.6975953578948975
46,1.2659737079673343,0.4448467672669842,0.75,1.7395026087760925
47,1.0279358641306557,0.36710609036915803,0.75,1.7731893658638
48,0.8992938225317483,0.3609494753320359,0.25,1.8212210536003113
49,1.2240333049827155,0.48262660087359077,0.75,1.8330573439598083
50,1.114594624042511,0.42895202292619605,0.75,1.8330573439598083
51,0.7903536037604014,0.7162320150997119,-1.0,1.7787217497825623
52,1.1766804903083377,0.3995170485797012,0.8,1.7133132815361023
53,1.0012063257816508,0.35440916418570884,0.6153846153846154,1.751814365386963
54,1.1983625969621872,0.40285553938785834,0.8,1.7808379530906677
55,1.1816426187091404,0.43155838169010863,0.75,1.7579675912857056
56,1.1784906057516735,0.3806695973844734,0.8,1.7281312346458435
57,1.423582320743137,0.36096168625215214,0.875,1.7281312346458435
58,1.1979189733664195,0.4410820688446015,0.75,1.773603081703186
59,1.1118998448053996,0.38427546466750634,0.75,1.773603081703186
60,1.3705838694458916,0.4686895218488056,0.5714285714285714,1.797755241394043
61,1.3072170103439178,0.4589281626352116,0.7272727272727273,1.8011181354522705
62,1.3539788279268477,0.438925122678987,0.6666666666666666,1.8011181354522705
63,1.137710248231888,0.472916037926073,0.625,1.8222705125808716
64,0.9706636071205139,0.39402188126514304,0.5,1.7393712401390076
