Parent 1 Fitness,Parent 2 Fitness,Offspring Fitness
1.3443509240658893,1.3541215385649519,0.03
1.3443509240658893,1.3609607660946896,1.1593747054864199
1.3443509240658893,1.3639801899552437,1.1858625401393583
1.3443509240658893,1.3660599117634074,1.1835851383173612
1.3443509240658893,1.38909686593185,1.615301040546726
1.3443509240658893,1.407460866060078,1.3337884669042395
1.3443509240658893,1.4214788958970246,1.5353113539552312
1.3443509240658893,1.4279988161862553,1.1727636057564919
1.3443509240658893,1.43014165233101,1.1483278731224082
1.3443509240658893,1.467292599206592,1.223182163148845
1.3443509240658893,1.4912012143102327,0.04
1.3443509240658893,1.4984916829120074,0.03
1.3443509240658893,1.515986362206259,0.03
1.3443509240658893,1.5520011140411833,1.5520011140411833
1.3443509240658893,1.6055471225267044,0.04
1.3443509240658893,1.6167552759758386,1.1730633928818173
1.3443509240658893,1.6909338137986558,1.3443509240658893
1.3443509240658893,1.7027465879554358,1.363365581568296
1.3443509240658893,1.7179486969499576,1.2247722251884159
1.3541215385649519,1.3609607660946896,1.2789396055236735
1.3541215385649519,1.3639801899552437,1.4158731177984252
1.3541215385649519,1.3660599117634074,1.2339219085509008
1.3541215385649519,1.38909686593185,1.3818905114277007
1.3541215385649519,1.407460866060078,1.2664391403725819
1.3541215385649519,1.4214788958970246,1.234921634039586
1.3541215385649519,1.4279988161862553,1.5157499998539594
1.3541215385649519,1.43014165233101,1.2944445073004278
1.3541215385649519,1.467292599206592,1.3740941200813892
1.3541215385649519,1.4912012143102327,1.507491606645671
1.3541215385649519,1.4984916829120074,1.428045562780668
1.3541215385649519,1.515986362206259,1.250667187453693
1.3541215385649519,1.5520011140411833,1.3050584278073405
1.3541215385649519,1.6055471225267044,1.4319371363126228
1.3541215385649519,1.6167552759758386,1.250511994604869
1.3541215385649519,1.6909338137986558,1.3544518455484704
1.3541215385649519,1.7027465879554358,1.2437741245923415
1.3541215385649519,1.7179486969499576,1.245383605795556
1.3609607660946896,1.3639801899552437,1.3727891135415575
1.3609607660946896,1.3660599117634074,1.2554391817219364
1.3609607660946896,1.38909686593185,1.1169951934016167
1.3609607660946896,1.407460866060078,1.2640989778957366
1.3609607660946896,1.4214788958970246,1.4214788958970246
1.3609607660946896,1.4279988161862553,1.2822126824184408
1.3609607660946896,1.43014165233101,1.4301637798626448
1.3609607660946896,1.467292599206592,0.05
1.3609607660946896,1.4912012143102327,1.2960576126776737
1.3609607660946896,1.4984916829120074,1.2150143828414786
1.3609607660946896,1.515986362206259,1.3380839226162062
1.3609607660946896,1.5520011140411833,0.04
1.3609607660946896,1.6055471225267044,1.2229689645252089
1.3609607660946896,1.6167552759758386,1.2188497467504127
1.3609607660946896,1.6909338137986558,0.03
1.3609607660946896,1.7027465879554358,1.3406967360589612
1.3609607660946896,1.7179486969499576,0.06
1.3639801899552437,1.3660599117634074,0.03
1.3639801899552437,1.38909686593185,1.4723030497586442
1.3639801899552437,1.407460866060078,1.3124822065227655
1.3639801899552437,1.4214788958970246,1.2173402291202877
1.3639801899552437,1.4279988161862553,1.3642673348483072
1.3639801899552437,1.43014165233101,1.5157499998539594
1.3639801899552437,1.467292599206592,1.2910650692959593
1.3639801899552437,1.4912012143102327,0.04
1.3639801899552437,1.4984916829120074,1.2491136052956748
1.3639801899552437,1.515986362206259,1.4279443326863663
1.3639801899552437,1.5520011140411833,1.2426355471488961
1.3639801899552437,1.6055471225267044,1.137567971031871
1.3639801899552437,1.6167552759758386,1.2183085656282522
1.3639801899552437,1.6909338137986558,0.04
1.3639801899552437,1.7027465879554358,1.5156631261974258
1.3639801899552437,1.7179486969499576,1.3828235000414117
1.3660599117634074,1.38909686593185,1.1180878863780064
1.3660599117634074,1.407460866060078,1.2724271710216981
1.3660599117634074,1.4214788958970246,1.421492079034084
1.3660599117634074,1.4279988161862553,1.2700657048611386
1.3660599117634074,1.43014165233101,1.3967691310222428
1.3660599117634074,1.467292599206592,1.1176059745340479
1.3660599117634074,1.4912012143102327,1.2614729527592856
1.3660599117634074,1.4984916829120074,0.02
1.3660599117634074,1.515986362206259,1.1455677560126882
1.3660599117634074,1.5520011140411833,1.157171112339398
1.3660599117634074,1.6055471225267044,0.05
1.3660599117634074,1.6167552759758386,1.2208872410013536
1.3660599117634074,1.6909338137986558,1.1781295439542832
1.3660599117634074,1.7027465879554358,0.04
1.3660599117634074,1.7179486969499576,1.2191200307029453
1.38909686593185,1.407460866060078,1.407460866060078
1.38909686593185,1.4214788958970246,1.1265446070873493
1.38909686593185,1.4279988161862553,1.2629739203215486
1.38909686593185,1.43014165233101,1.197279285508666
1.38909686593185,1.467292599206592,1.3135954969452723
1.38909686593185,1.4912012143102327,1.3164256762840953
1.38909686593185,1.4984916829120074,0.03
1.38909686593185,1.515986362206259,1.39836237879506
1.38909686593185,1.5520011140411833,1.3514329705260135
1.38909686593185,1.6055471225267044,1.1700724271006369
1.38909686593185,1.6167552759758386,1.1025995660510723
1.38909686593185,1.6909338137986558,1.8441950174647372
1.38909686593185,1.7027465879554358,1.615301040546726
1.38909686593185,1.7179486969499576,1.421298480361452
1.407460866060078,1.4214788958970246,1.2643011652372698
1.407460866060078,1.4279988161862553,1.22944366917854
1.407460866060078,1.43014165233101,1.5301677859852563
1.407460866060078,1.467292599206592,1.3103468943515113
1.407460866060078,1.4912012143102327,1.316232564703273
1.407460866060078,1.4984916829120074,1.224023690782031
1.407460866060078,1.515986362206259,1.2898024664712404
1.407460866060078,1.5520011140411833,1.5279014907901214
1.407460866060078,1.6055471225267044,1.3898730446220484
1.407460866060078,1.6167552759758386,1.1942443907870621
1.407460866060078,1.6909338137986558,1.6080322282718558
1.407460866060078,1.7027465879554358,1.4883505208907322
1.407460866060078,1.7179486969499576,0.04
1.4214788958970246,1.4279988161862553,0.05
1.4214788958970246,1.43014165233101,1.234921634039586
1.4214788958970246,1.467292599206592,1.383655261766036
1.4214788958970246,1.4912012143102327,1.217318555694578
1.4214788958970246,1.4984916829120074,1.4281794429170365
1.4214788958970246,1.515986362206259,0.04
1.4214788958970246,1.5520011140411833,1.3332544385452612
1.4214788958970246,1.6055471225267044,0.03
1.4214788958970246,1.6167552759758386,1.6167388393743773
1.4214788958970246,1.6909338137986558,1.515503569745103
