Parent 1 Fitness,Parent 2 Fitness,Offspring Fitness
1.5243353327932674,1.5243353327932674,1.5243353327932674
1.5243353327932674,1.5243674498822881,1.5243353327932674
1.5243353327932674,1.5292005132754594,1.2313635028679437
1.5243353327932674,1.563097476072992,1.483097955408951
1.5243353327932674,1.5898204075938716,1.5243353327932674
1.5243353327932674,1.5923494504292228,1.5243353327932674
1.5243353327932674,1.59285996074906,1.5243353327932674
1.5243353327932674,1.5931332573519807,1.5243353327932674
1.5243353327932674,1.5931332573519807,1.5243353327932674
1.5243353327932674,1.593328247643694,1.5243353327932674
1.5243353327932674,1.5980753748557075,1.5243353327932674
1.5243353327932674,1.6272456249720295,1.5243353327932674
1.5243353327932674,1.6350866401885504,1.5243353327932674
1.5243353327932674,1.6390788896387622,1.4470161808951871
1.5243353327932674,1.6401027004089244,1.5893819642674936
1.5243353327932674,1.6431874629063086,1.5243353327932674
1.5243353327932674,1.6432232185642088,1.5243353327932674
1.5243353327932674,1.7860830360573687,1.3178416873814751
1.5243353327932674,1.7957068647339627,1.7960214039095945
1.5243353327932674,1.5243674498822881,1.5243353327932674
1.5243353327932674,1.5292005132754594,1.5467353262575103
1.5243353327932674,1.563097476072992,1.6288538155805155
1.5243353327932674,1.5898204075938716,1.5243353327932674
1.5243353327932674,1.5923494504292228,1.5243353327932674
1.5243353327932674,1.59285996074906,1.5243353327932674
1.5243353327932674,1.5931332573519807,1.5243353327932674
1.5243353327932674,1.5931332573519807,1.5243353327932674
1.5243353327932674,1.593328247643694,1.5243353327932674
1.5243353327932674,1.5980753748557075,1.5243353327932674
1.5243353327932674,1.6272456249720295,1.5243353327932674
1.5243353327932674,1.6350866401885504,1.5243353327932674
1.5243353327932674,1.6390788896387622,1.4829261097766466
1.5243353327932674,1.6401027004089244,1.6401027004089226
1.5243353327932674,1.6431874629063086,1.5243353327932674
1.5243353327932674,1.6432232185642088,1.5243353327932674
1.5243353327932674,1.7860830360573687,1.5243353327932676
1.5243353327932674,1.7957068647339627,1.7960214039095894
1.5243674498822881,1.5292005132754594,1.483266547854134
1.5243674498822881,1.563097476072992,1.5243671876978686
1.5243674498822881,1.5898204075938716,1.5243674498822881
1.5243674498822881,1.5923494504292228,1.5243674498822881
1.5243674498822881,1.59285996074906,1.5243674498822881
1.5243674498822881,1.5931332573519807,1.5243674498822881
1.5243674498822881,1.5931332573519807,1.5243674498822881
1.5243674498822881,1.593328247643694,1.5243674498822881
1.5243674498822881,1.5980753748557075,1.5243674498822881
1.5243674498822881,1.6272456249720295,1.5243674498822881
1.5243674498822881,1.6350866401885504,1.5243674498822881
1.5243674498822881,1.6390788896387622,1.5894185564564807
1.5243674498822881,1.6401027004089244,1.5928343055952459
1.5243674498822881,1.6431874629063086,1.5243674498822881
1.5243674498822881,1.6432232185642088,1.5243674498822881
1.5243674498822881,1.7860830360573687,1.7860830360573687
1.5243674498822881,1.7957068647339627,1.5243637131539525
1.5292005132754594,1.563097476072992,1.6060901692211897
1.5292005132754594,1.5898204075938716,1.5292005132754594
1.5292005132754594,1.5923494504292228,1.5291195521482916
1.5292005132754594,1.59285996074906,1.5292005132754625
1.5292005132754594,1.5931332573519807,1.5292005132754594
1.5292005132754594,1.5931332573519807,1.5292005132754602
1.5292005132754594,1.593328247643694,1.5291854552711124
1.5292005132754594,1.5980753748557075,1.533584784630103
1.5292005132754594,1.6272456249720295,1.5281171177735156
1.5292005132754594,1.6350866401885504,1.58230157549249
1.5292005132754594,1.6390788896387622,1.5292005132754594
1.5292005132754594,1.6401027004089244,1.5243426171945278
1.5292005132754594,1.6431874629063086,1.5292005132754594
1.5292005132754594,1.6432232185642088,1.5863911053999713
1.5292005132754594,1.7860830360573687,1.5291457911774802
1.5292005132754594,1.7957068647339627,1.2979748253676227
1.563097476072992,1.5898204075938716,1.6348795391959423
1.563097476072992,1.5923494504292228,1.2364582770191412
1.563097476072992,1.59285996074906,1.634879539195941
1.563097476072992,1.5931332573519807,1.5964982824449216
1.563097476072992,1.5931332573519807,1.1456684978866902
1.563097476072992,1.593328247643694,1.1428180439228641
1.563097476072992,1.5980753748557075,1.6348795391959428
1.563097476072992,1.6272456249720295,1.6455915289818686
1.563097476072992,1.6350866401885504,1.5632010698156587
1.563097476072992,1.6390788896387622,1.563097476072992
1.563097476072992,1.6401027004089244,1.563097476072992
1.563097476072992,1.6431874629063086,1.635044854074589
1.563097476072992,1.6432232185642088,1.6348795391959374
1.563097476072992,1.7860830360573687,1.563097476072992
1.563097476072992,1.7957068647339627,1.563097476072992
