Parent 1 Fitness,Parent 2 Fitness,Offspring Fitness
1.3251105060839339,1.3593818208363524,1.1350857349955297
1.3251105060839339,1.4016530912389151,1.1033644116785533
1.3251105060839339,1.4161996729756803,1.3251105060839339
1.3251105060839339,1.4536217870111239,1.206782875736617
1.3251105060839339,1.4559930747313818,0.03
1.3251105060839339,1.4576363046341179,1.1381268234099344
1.3251105060839339,1.4593041817217804,1.3251105060839339
1.3251105060839339,1.4593513390078576,1.4915829010934705
1.3251105060839339,1.4593513390078616,1.269202681330523
1.3251105060839339,1.4595010139100393,1.4656856600612307
1.3251105060839339,1.4862992040438887,1.3234063960173799
1.3251105060839339,1.5116589482077858,1.1350857349955297
1.3251105060839339,1.5242462895136086,0.05
1.3251105060839339,1.5696597683671025,1.115606404777755
1.3251105060839339,1.640813718344038,0.04
1.3251105060839339,1.6408137183440397,1.325110506083937
1.3251105060839339,1.6408137183440397,1.310846554912292
1.3251105060839339,1.6497641747189014,0.08
1.3251105060839339,1.6582053195595283,1.526578926829327
1.3593818208363524,1.4016530912389151,1.5838095633690932
1.3593818208363524,1.4161996729756803,0.03
1.3593818208363524,1.4536217870111239,0.05
1.3593818208363524,1.4559930747313818,1.017026761257894
1.3593818208363524,1.4576363046341179,1.5564139346029755
1.3593818208363524,1.4593041817217804,1.4593041817217804
1.3593818208363524,1.4593513390078576,1.3662780940098949
1.3593818208363524,1.4593513390078616,1.003661684161054
1.3593818208363524,1.4595010139100393,1.3593818208363524
1.3593818208363524,1.4862992040438887,1.3628673325904606
1.3593818208363524,1.5116589482077858,0.03
1.3593818208363524,1.5242462895136086,1.0164489128043528
1.3593818208363524,1.5696597683671025,1.3629373886174403
1.3593818208363524,1.640813718344038,1.410914512187724
1.3593818208363524,1.6408137183440397,1.083879343950298
1.3593818208363524,1.6408137183440397,1.3104923869175862
1.3593818208363524,1.6497641747189014,1.3593818208363524
1.3593818208363524,1.6582053195595283,1.2585310300243373
1.4016530912389151,1.4161996729756803,1.3676322005551629
1.4016530912389151,1.4536217870111239,1.1148908044402779
1.4016530912389151,1.4559930747313818,0.07
1.4016530912389151,1.4576363046341179,1.4576363046341179
1.4016530912389151,1.4593041817217804,1.5287277406152997
1.4016530912389151,1.4593513390078576,1.0672865094968045
1.4016530912389151,1.4593513390078616,1.4211821854179474
1.4016530912389151,1.4595010139100393,1.1626157600933658
1.4016530912389151,1.4862992040438887,1.2988372634783667
1.4016530912389151,1.5116589482077858,1.4016530912389151
1.4016530912389151,1.5242462895136086,1.3838691862453973
1.4016530912389151,1.5696597683671025,1.3585042229920465
1.4016530912389151,1.640813718344038,1.0953065276965654
1.4016530912389151,1.6408137183440397,1.146046971079563
1.4016530912389151,1.6408137183440397,0.07
1.4016530912389151,1.6497641747189014,1.6497641747189014
1.4016530912389151,1.6582053195595283,1.6582053195595283
1.4161996729756803,1.4536217870111239,1.0910141081811586
1.4161996729756803,1.4559930747313818,1.140105170402647
1.4161996729756803,1.4576363046341179,1.2993904534385288
1.4161996729756803,1.4593041817217804,1.4593041817217804
1.4161996729756803,1.4593513390078576,1.4593513390078576
1.4161996729756803,1.4593513390078616,1.4161996729756803
1.4161996729756803,1.4595010139100393,1.4593513390078616
1.4161996729756803,1.4862992040438887,0.04
1.4161996729756803,1.5116589482077858,0.04
1.4161996729756803,1.5242462895136086,1.4161996729756803
1.4161996729756803,1.5696597683671025,1.3969142159421257
1.4161996729756803,1.640813718344038,1.6408137183440397
1.4161996729756803,1.6408137183440397,0.04
1.4161996729756803,1.6408137183440397,0.07
1.4161996729756803,1.6497641747189014,0.05
1.4161996729756803,1.6582053195595283,1.4161996729756803
1.4536217870111239,1.4559930747313818,1.4557717230335194
1.4536217870111239,1.4576363046341179,0.08
1.4536217870111239,1.4593041817217804,1.0375271343478942
1.4536217870111239,1.4593513390078576,1.4536217870111239
1.4536217870111239,1.4593513390078616,1.1148787264047413
1.4536217870111239,1.4595010139100393,1.1589458291351227
1.4536217870111239,1.4862992040438887,0.05
1.4536217870111239,1.5116589482077858,1.5116589482077898
1.4536217870111239,1.5242462895136086,0.03
1.4536217870111239,1.5696597683671025,1.3168332790387671
1.4536217870111239,1.640813718344038,1.4536217870111239
1.4536217870111239,1.6408137183440397,1.640813718344038
1.4536217870111239,1.6408137183440397,1.0685907388198201
1.4536217870111239,1.6497641747189014,1.6497641747189014
1.4536217870111239,1.6582053195595283,1.4536217870111239
1.4559930747313818,1.4576363046341179,1.0703640508789722
1.4559930747313818,1.4593041817217804,1.45930418172179
1.4559930747313818,1.4593513390078576,1.4559930747313818
1.4559930747313818,1.4593513390078616,1.4559930747313818
1.4559930747313818,1.4595010139100393,1.4559930747313818
1.4559930747313818,1.4862992040438887,1.3500946805270786
1.4559930747313818,1.5116589482077858,1.4559930747313912
1.4559930747313818,1.5242462895136086,0.03
1.4559930747313818,1.5696597683671025,1.3900036921952914
1.4559930747313818,1.640813718344038,0.04
1.4559930747313818,1.6408137183440397,0.03
1.4559930747313818,1.6408137183440397,0.06
1.4559930747313818,1.6497641747189014,1.3625600737637127
1.4559930747313818,1.6582053195595283,1.4593041817217836
1.4576363046341179,1.4593041817217804,1.1163057218831565
1.4576363046341179,1.4593513390078576,1.5800098642417173
1.4576363046341179,1.4593513390078616,0.06
1.4576363046341179,1.4595010139100393,1.3120632755742407
1.4576363046341179,1.4862992040438887,1.2027636858949495
1.4576363046341179,1.5116589482077858,1.4576363046341179
1.4576363046341179,1.5242462895136086,1.2558690020635312
1.4576363046341179,1.5696597683671025,1.4860965435602282
1.4576363046341179,1.640813718344038,1.0953650520115388
1.4576363046341179,1.6408137183440397,0.02
1.4576363046341179,1.6408137183440397,1.2188914407558975
1.4576363046341179,1.6497641747189014,1.1210942649151194
1.4576363046341179,1.6582053195595283,1.221992132674739
1.4593041817217804,1.4593513390078576,1.4593513390078616
1.4593041817217804,1.4593513390078616,1.6671116528280465
1.4593041817217804,1.4595010139100393,0.06
1.4593041817217804,1.4862992040438887,1.0668409937998318
1.4593041817217804,1.5116589482077858,1.4163556783741649
1.4593041817217804,1.5242462895136086,0.07
1.4593041817217804,1.5696597683671025,1.45937508067358
1.4593041817217804,1.640813718344038,0.07
1.4593041817217804,1.6408137183440397,1.6408137183440397
1.4593041817217804,1.6408137183440397,1.6408137183440397
1.4593041817217804,1.6497641747189014,1.3010456147751297
1.4593041817217804,1.6582053195595283,1.084809816923883
1.4593513390078576,1.4593513390078616,0.06
1.4593513390078576,1.4595010139100393,1.4886065650040663
1.4593513390078576,1.4862992040438887,1.5529372951272276
1.4593513390078576,1.5116589482077858,1.1329754460867434
1.4593513390078576,1.5242462895136086,1.1571845891148127
1.4593513390078576,1.5696597683671025,1.3969142159421257
1.4593513390078576,1.640813718344038,1.0834863738937477
1.4593513390078576,1.6408137183440397,0.04
1.4593513390078576,1.6408137183440397,1.1188486774869362
1.4593513390078576,1.6497641747189014,0.02
1.4593513390078576,1.6582053195595283,1.640813718344038
1.4593513390078616,1.4595010139100393,1.4595010139100428
1.4593513390078616,1.4862992040438887,0.07
1.4593513390078616,1.5116589482077858,1.4593513390078616
1.4593513390078616,1.5242462895136086,1.4441371828274612
1.4593513390078616,1.5696597683671025,0.06
1.4593513390078616,1.640813718344038,0.07
1.4593513390078616,1.6408137183440397,1.4593513390078616
1.4593513390078616,1.6408137183440397,1.552937295127229
1.4593513390078616,1.6497641747189014,1.4350333662904848
1.4593513390078616,1.6582053195595283,1.2902849023734246
1.4595010139100393,1.4862992040438887,0.04
1.4595010139100393,1.5116589482077858,1.1163108665862465
1.4595010139100393,1.5242462895136086,0.07
1.4595010139100393,1.5696597683671025,1.1551822686432172
1.4595010139100393,1.640813718344038,1.362285936211485
1.4595010139100393,1.6408137183440397,0.07
1.4595010139100393,1.6408137183440397,0.07
1.4595010139100393,1.6497641747189014,1.1163118922485187
1.4595010139100393,1.6582053195595283,0.07
1.4862992040438887,1.5116589482077858,1.0908880209519363
1.4862992040438887,1.5242462895136086,1.5242462895136086
1.4862992040438887,1.5696597683671025,1.2796697380105062
1.4862992040438887,1.640813718344038,1.640813718344038
1.4862992040438887,1.6408137183440397,1.486313838143686
1.4862992040438887,1.6408137183440397,1.4904649134123449
1.4862992040438887,1.6497641747189014,1.7503443327908221
1.4862992040438887,1.6582053195595283,1.3491713040118025
1.5116589482077858,1.5242462895136086,1.0752199405787775
1.5116589482077858,1.5696597683671025,1.6408137183440397
1.5116589482077858,1.640813718344038,1.0523241954369185
1.5116589482077858,1.6408137183440397,1.6497641747189036
1.5116589482077858,1.6408137183440397,1.0998431938189948
1.5116589482077858,1.6497641747189014,1.5116589482077858
1.5116589482077858,1.6582053195595283,0.08
1.5242462895136086,1.5696597683671025,1.5242462895136086
1.5242462895136086,1.640813718344038,1.1720516293355057
1.5242462895136086,1.6408137183440397,1.45930418172179
1.5242462895136086,1.6408137183440397,0.08
1.5242462895136086,1.6497641747189014,1.3334788754763705
1.5242462895136086,1.6582053195595283,1.4401276547662816
1.5696597683671025,1.640813718344038,1.5696597683671025
1.5696597683671025,1.6408137183440397,1.3968713772582504
1.5696597683671025,1.6408137183440397,0.07
1.5696597683671025,1.6497641747189014,1.1429440139639637
1.5696597683671025,1.6582053195595283,1.4552006653972613
1.640813718344038,1.6408137183440397,1.640813718344038
1.640813718344038,1.6408137183440397,1.296503481142942
1.640813718344038,1.6497641747189014,0.04
1.640813718344038,1.6582053195595283,1.5528315025458568
1.6408137183440397,1.6408137183440397,1.6408137183440397
1.6408137183440397,1.6497641747189014,1.500417643782865
1.6408137183440397,1.6582053195595283,1.1189829451474496
1.6408137183440397,1.6497641747189014,1.4350333662904848
1.6408137183440397,1.6582053195595283,1.1189829451474496
1.6497641747189014,1.6582053195595283,1.6497641747189014
