Parent 1 Fitness,Parent 2 Fitness,Offspring 1 Fitness,Offspring 2 Fitness
0.44246583931345884,0.44246583931345884,0.019327895330249534,0.019327895330249534
0.44246583931345884,0.39101417896240004,0.13995384580287085,0.019327895330249534
0.44246583931345884,0.39101417896240004,0.24850929947954578,0.019327895330249534
0.44246583931345884,0.3886078450007005,0.019327895330249534,0.019327895330249534
0.44246583931345884,0.38787906633137903,-0.01331077990012937,-0.01331077990012937
0.44246583931345884,0.37099799008171347,0.019327895330249534,0.13995384580287085
0.44246583931345884,0.3645122692573517,0.019327895330249534,0.01982370101968583
0.44246583931345884,0.36332843856835034,0.24412649904578407,0.019327895330249534
0.44246583931345884,0.3623033535433059,0.1845410783148112,-0.01341465387365415
0.44246583931345884,0.3566316934022621,0.019327895330249534,0.15177516951621708
0.44246583931345884,0.3535895997912179,0.3047541823614022,0.3375084211976985
0.44246583931345884,0.3484873928524951,0.019327895330249534,-0.01
0.44246583931345884,0.3484873928524951,0.019327895330249534,0.019327895330249534
0.44246583931345884,0.3484873928524951,0.13995384580287085,0.1640832307750128
0.44246583931345884,0.39101417896240004,0.2458037931164376,0.24850929947954578
0.44246583931345884,0.39101417896240004,0.2458037931164376,0.13995384580287085
0.44246583931345884,0.3886078450007005,0.18425756500767362,0.019327895330249534
0.44246583931345884,0.38787906633137903,-0.013470313146740805,-0.01331077990012937
0.44246583931345884,0.37099799008171347,0.019327895330249534,0.13995384580287085
0.44246583931345884,0.3645122692573517,0.019327895330249534,0.01982370101968583
0.44246583931345884,0.36332843856835034,0.24412649904578407,0.019327895330249534
0.44246583931345884,0.3623033535433059,0.019327895330249534,0.20427488910312125
0.44246583931345884,0.3566316934022621,0.15177516951621708,0.07128941370496528
0.44246583931345884,0.3535895997912179,0.019327895330249534,0.3047541823614022
0.44246583931345884,0.3484873928524951,-0.01,0.13995384580287085
0.44246583931345884,0.3484873928524951,0.1640832307750128,-0.01
0.44246583931345884,0.3484873928524951,0.019327895330249534,0.1640832307750128
0.39101417896240004,0.39101417896240004,0.2458037931164376,0.2458037931164376
0.39101417896240004,0.3886078450007005,0.02222327484503927,0.24850929947954578
0.39101417896240004,0.38787906633137903,0.20653108500588488,-0.013470313146740805
0.39101417896240004,0.37099799008171347,0.2458037931164376,0.13995384580287085
0.39101417896240004,0.3645122692573517,-0.028887076939591465,-0.028887076939591465
0.39101417896240004,0.36332843856835034,0.2458037931164376,0.2458037931164376
0.39101417896240004,0.3623033535433059,0.2458037931164376,0.11744441389668966
0.39101417896240004,0.3566316934022621,0.07128941370496528,0.07128941370496528
0.39101417896240004,0.3535895997912179,0.2521977827374837,0.2521977827374837
0.39101417896240004,0.3484873928524951,0.2458037931164376,0.2458037931164376
0.39101417896240004,0.3484873928524951,0.2458037931164376,0.1640832307750128
0.39101417896240004,0.3484873928524951,0.2458037931164376,0.2458037931164376
0.39101417896240004,0.3886078450007005,0.02222327484503927,0.24850929947954578
0.39101417896240004,0.38787906633137903,0.20653108500588488,0.20653108500588488
0.39101417896240004,0.37099799008171347,0.2458037931164376,0.13995384580287085
0.39101417896240004,0.3645122692573517,-0.028887076939591465,0.2458037931164376
0.39101417896240004,0.36332843856835034,0.2458037931164376,0.24412649904578407
0.39101417896240004,0.3623033535433059,0.11744441389668966,0.044328999715707695
0.39101417896240004,0.3566316934022621,0.4179039818611432,0.07128941370496528
0.39101417896240004,0.3535895997912179,0.2521977827374837,0.2458037931164376
0.39101417896240004,0.3484873928524951,0.2458037931164376,0.1640832307750128
0.39101417896240004,0.3484873928524951,0.2458037931164376,0.2458037931164376
0.39101417896240004,0.3484873928524951,0.1640832307750128,0.2458037931164376
0.3886078450007005,0.38787906633137903,-0.01335097807578388,0.10765978176380814
0.3886078450007005,0.37099799008171347,0.019327895330249534,0.18425756500767362
0.3886078450007005,0.3645122692573517,0.18425756500767362,0.01982370101968583
0.3886078450007005,0.36332843856835034,0.02222327484503927,0.18425756500767362
0.3886078450007005,0.3623033535433059,0.02222327484503927,0.11744441389668966
0.3886078450007005,0.3566316934022621,0.18425756500767362,0.2783405691915877
0.3886078450007005,0.3535895997912179,0.3375084211976985,0.18425756500767362
0.3886078450007005,0.3484873928524951,0.02222327484503927,0.18425756500767362
0.3886078450007005,0.3484873928524951,0.02222327484503927,0.18425756500767362
0.3886078450007005,0.3484873928524951,0.1640832307750128,-0.01
0.38787906633137903,0.37099799008171347,0.20653108500588488,0.2888139813529664
0.38787906633137903,0.3645122692573517,0.20653108500588488,0.20653108500588488
0.38787906633137903,0.36332843856835034,0.24412649904578407,0.2888139813529664
0.38787906633137903,0.3623033535433059,0.20653108500588488,0.11744441389668966
0.38787906633137903,0.3566316934022621,-0.013312679449321553,0.07128941370496528
0.38787906633137903,0.3535895997912179,0.3375084211976985,0.2521977827374837
0.38787906633137903,0.3484873928524951,0.1640832307750128,-0.013470313146740805
0.38787906633137903,0.3484873928524951,-0.013470313146740805,0.1640832307750128
0.38787906633137903,0.3484873928524951,0.20653108500588488,0.20653108500588488
0.37099799008171347,0.3645122692573517,0.13995384580287085,0.13995384580287085
0.37099799008171347,0.36332843856835034,0.13995384580287085,0.24412649904578407
0.37099799008171347,0.3623033535433059,-0.013376219471565982,-0.01328815903910112
0.37099799008171347,0.3566316934022621,0.15177516951621708,0.13995384580287085
0.37099799008171347,0.3535895997912179,0.3047541823614022,0.13995384580287085
0.37099799008171347,0.3484873928524951,0.13995384580287085,0.13995384580287085
0.37099799008171347,0.3484873928524951,0.13995384580287085,0.1640832307750128
0.37099799008171347,0.3484873928524951,0.13995384580287085,0.1640832307750128
0.3645122692573517,0.36332843856835034,0.24412649904578407,-0.028887076939591465
0.3645122692573517,0.3623033535433059,-0.0315358331655045,-0.013376219471565982
0.3645122692573517,0.3566316934022621,0.01291936482902737,-0.028887076939591465
0.3645122692573517,0.3535895997912179,0.08712133072749603,-0.028887076939591465
0.3645122692573517,0.3484873928524951,0.1640832307750128,0.1640832307750128
0.3645122692573517,0.3484873928524951,-0.028887076939591465,-0.028887076939591465
0.3645122692573517,0.3484873928524951,0.1640832307750128,0.1640832307750128
0.36332843856835034,0.3623033535433059,0.11744441389668966,-0.013376219471565982
0.36332843856835034,0.3566316934022621,0.07128941370496528,0.09057392227728232
0.36332843856835034,0.3535895997912179,0.24412649904578407,0.2521977827374837
0.36332843856835034,0.3484873928524951,0.24412649904578407,0.1640832307750128
0.36332843856835034,0.3484873928524951,0.1640832307750128,0.1640832307750128
0.36332843856835034,0.3484873928524951,0.24412649904578407,0.24412649904578407
0.3623033535433059,0.3566316934022621,0.4179039818611432,0.11744441389668966
0.3623033535433059,0.3535895997912179,-0.013370405743180692,0.11744441389668966
0.3623033535433059,0.3484873928524951,0.05012383938875988,-0.01
0.3623033535433059,0.3484873928524951,0.1640832307750128,0.11744441389668966
0.3623033535433059,0.3484873928524951,0.1640832307750128,0.11744441389668966
0.3566316934022621,0.3535895997912179,0.14677894263465865,0.23416698581202777
0.3566316934022621,0.3484873928524951,0.07128941370496528,0.29371947180999664
0.3566316934022621,0.3484873928524951,0.1640832307750128,0.29371947180999664
0.3566316934022621,0.3484873928524951,0.4179039818611432,0.29371947180999664
0.3535895997912179,0.3484873928524951,0.3375084211976985,-0.01
0.3535895997912179,0.3484873928524951,0.2521977827374837,0.3375084211976985
0.3535895997912179,0.3484873928524951,0.2521977827374837,-0.01
0.3484873928524951,0.3484873928524951,0.1640832307750128,0.1640832307750128
0.3484873928524951,0.3484873928524951,0.1640832307750128,0.1640832307750128
0.3484873928524951,0.3484873928524951,0.1640832307750128,0.1640832307750128
