Fitness
1.3755449678827314
1.3755449678827323
1.3755449678827314
1.3455449678827314
1.3455449678827314
1.3755449678827314
1.3755449678827323
1.1357812112612469
1.1684897343423306
1.34335008416337
1.5242462895136089
1.3455449678827314
1.3455449678827314
1.34335008416337
1.3755449678827314
1.3356491179283694
1.3455449678827314
1.5242462895136089
1.2423132872048845
1.3757931709246303
1.3455449678827314
0.08
1.1383096842625327
0.08
1.3757931709246303
1.2811358458261406
1.34335008416337
1.3363925986569922
1.5242462895136089
0.08
1.2423132872048845
1.3755449678827314
1.3752485787380813
1.2891698459872962
1.1684897343423306
1.1684897343423306
0.08
1.1974434999234738
1.3363925986569922
1.1383096842625327
1.5242462895136089
