Fitness
1.617409955398469
1.6174834143926409
0.06
0.05
1.4273302017737655
1.1707279464100164
1.2183415522401255
1.1766779285260336
1.1387122037639927
1.1164180970836872
1.2064844846011464
1.1164180970836872
1.5374465247532259
1.1535925039442378
1.2432813236680116
1.1535925039442378
1.1310128066447436
0.07
1.1467679422888089
1.1452397647761072
1.2810978238177892
