Fitness
1.5810237323043257
1.2614764046676628
1.2618551350534655
0.03
0.02
0.02
0.02
0.02
0.01
0.01
0.02
0.02
0.02
0.02
0.01
0.01
0.02
0.02
0.02
0.02
0.02
